id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1242856293062316033,1242856293062316033,1585155006000,2020-03-25,12:50:06,EDT,176683608,cblackbear,christian gibbs,,"this is truer than true .. 
copied this from Sculpepper
#Rona2020
#coronavirus
#COVID19
#SocialDistancing pic.twitter.com/lm9y9Mq8AK",[],[],['https://pbs.twimg.com/media/ET-DMaQXkAAxbL_.jpg'],0,0,0,"['#rona2020', '#coronavirus', '#covid19', '#socialdistancing']",[],https://twitter.com/cblackbear/status/1242856293062316033,False,,0,,,,,,,"[{'user_id': '176683608', 'username': 'cblackbear'}]",,,,
1242856292970102784,1242856292970102784,1585155006000,2020-03-25,12:50:06,EDT,1239745748562042882,reisttamara,Tamara Reis 👑,,Sonhei que tava com corona vírus e fui curada com um bolo de cenoura cheio de cobertura. Podia ser simples assim né?!,[],[],[],1,0,0,[],[],https://twitter.com/reisttamara/status/1242856292970102784,False,,0,,,,,,,"[{'user_id': '1239745748562042882', 'username': 'reisttamara'}]",,,,
1242856292751945729,1242856292751945729,1585155006000,2020-03-25,12:50:06,EDT,3348337257,darlingluzgomez,🌺🗿Darling Gómez🗿🌺,,"Pésimo manejo de conceptos, no deberían haber hablado de vacaciones... Sobre todo ahora que tanto dicen ""no estamos de vacaciones"" y las adelantan..
Además, estudiantes y profesores necesitan sus vacaciones, la cuarentena no es entretenida!
#COVIDー19Chile #Coronavirus @Mineduc",['mineduc'],[],[],0,0,0,"['#covidー19chile', '#coronavirus']",[],https://twitter.com/DarlingLuzGomez/status/1242856292751945729,False,,0,,,,,,,"[{'user_id': '3348337257', 'username': 'DarlingLuzGomez'}, {'user_id': '140583083', 'username': 'Mineduc'}]",,,,
1242856292739428355,1242856292739428355,1585155005000,2020-03-25,12:50:05,EDT,747819751586553856,susakogler,Susanne Sterniczky,,"Finde den Fehler: Die Schokolade liegt am Schreibtisch
#HomeOffice #StayAtHome #wirbleibenzuhaus #coronavirus",[],[],[],0,0,0,"['#homeoffice', '#stayathome', '#wirbleibenzuhaus', '#coronavirus']",[],https://twitter.com/SusaKogler/status/1242856292739428355,False,,0,,,,,,,"[{'user_id': '747819751586553856', 'username': 'SusaKogler'}]",,,,
1242856292646916096,1240307418199805953,1585155005000,2020-03-25,12:50:05,EDT,1191180579829477376,kumaravinash98,Avinash Kumar,,"Sir, @narendramodi & @DrSJaishankar I am requesting you joining my hands🙏, please check the Indian living in JORDAN for corona virus.There is a complete shutdown & the Indian Embassy has not even tried to contact them in Jordan. No help from Indian Embassy.@MEAIndia @PMOIndia 🙏","['narendramodi', 'drsjaishankar', 'meaindia', 'pmoindia']",[],[],0,0,0,[],[],https://twitter.com/kumaravinash98/status/1242856292646916096,False,,0,,,,,,,"[{'user_id': '1191180579829477376', 'username': 'kumaravinash98'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '859363899291742210', 'username': 'DrSJaishankar'}, {'user_id': '441636351', 'username': 'MEAIndia'}, {'user_id': '471741741', 'username': 'PMOIndia'}]",,,,
1242856292567273472,1242856292567273472,1585155005000,2020-03-25,12:50:05,EDT,54438301,yourfavdesteni,shauntelle,,They treating you like you can’t be here if you don’t got the corona virus lmao like ok well give me my dr note and send me tf on my wayyyyy,[],[],[],0,0,0,[],[],https://twitter.com/yourfavdesteni/status/1242856292567273472,False,,0,,,,,,,"[{'user_id': '54438301', 'username': 'yourfavdesteni'}]",,,,
1242856292441612291,1242856292441612291,1585155005000,2020-03-25,12:50:05,EDT,41679521,ddada987,Joris-Bohnson 💪🏽,,"FFS! The effing Chinese are gonna kill us ALL!!

Man who died on a bus in China tests positive for deadly hantavirus that RATS spread to humans

#coronavirus
#Hantavirus https://www.dailymail.co.uk/news/article-8148481/Man-died-bus-China-tests-positive-deadly-virus-RATS-spread-humans.html …",[],['https://www.dailymail.co.uk/news/article-8148481/Man-died-bus-China-tests-positive-deadly-virus-RATS-spread-humans.html'],[],0,0,0,"['#coronavirus', '#hantavirus']",[],https://twitter.com/ddada987/status/1242856292441612291,False,,0,,,,,,,"[{'user_id': '41679521', 'username': 'ddada987'}]",,,,
1242856292395384836,1242856292395384836,1585155005000,2020-03-25,12:50:05,EDT,16116316,marissabaileytv,Marissa Bailey,,"Just a boy and his quarantine tent.

#wednesday #coronavirus #almost3 pic.twitter.com/BXgsfa852p",[],[],['https://pbs.twimg.com/media/ET-DM97X0AE4nnY.jpg'],0,0,2,"['#wednesday', '#coronavirus', '#almost3']",[],https://twitter.com/MarissaBaileyTV/status/1242856292395384836,False,,0,,,,,,,"[{'user_id': '16116316', 'username': 'MarissaBaileyTV'}]",,,,
1242856292378488837,1242856292378488837,1585155005000,2020-03-25,12:50:05,EDT,736238984628731905,nofnews_ghana,NetworkOfNews Ghana,,Asamoah Gyan has called on all celebrities to extend a helping hand to the less privileged in the wake of the Coronavirus (COVID-19)...  https://is.gd/N1lVLO ,[],['https://is.gd/N1lVLO'],[],0,0,0,[],[],https://twitter.com/NofNews_Ghana/status/1242856292378488837,False,,0,,,,,,,"[{'user_id': '736238984628731905', 'username': 'NofNews_Ghana'}]",,,,
1242856292286435335,1242856292286435335,1585155005000,2020-03-25,12:50:05,EDT,34586817,emirsader,Emir Sader,,Bolsonaro vai na contramão de 157 países ao defender escolas abertas em meio à crise do coronavírus  https://www.diariodocentrodomundo.com.br/essencial/bolsonaro-vai-na-contramao-de-157-paises-ao-defender-escolas-abertas-em-meio-a-crise-do-coronavirus/ …,[],['https://www.diariodocentrodomundo.com.br/essencial/bolsonaro-vai-na-contramao-de-157-paises-ao-defender-escolas-abertas-em-meio-a-crise-do-coronavirus/'],[],0,4,3,[],[],https://twitter.com/emirsader/status/1242856292286435335,False,,0,,,,,,,"[{'user_id': '34586817', 'username': 'emirsader'}]",,,,
1242856292277981185,1242856292277981185,1585155005000,2020-03-25,12:50:05,EDT,65463088,ambitocom,Ámbito Financiero,,"📱 #CORONAVIRUS: EL GOBIERNO NACIONAL LANZA LÍNEA DE WHATSAPP PARA BRINDAR INFORMACIÓN Y AYUDA

El interesad/a deberá guardar el número [+54 9 11 2256-0566]en los contactos del teléfono y luego enviar un mensaje con la palabra ""hola"" para comenzar. 👇
 https://bit.ly/33PniPB  pic.twitter.com/XsV2PHK7aX",[],['https://bit.ly/33PniPB'],['https://pbs.twimg.com/media/ET-DMsXXYAMikkF.jpg'],0,0,0,['#coronavirus'],[],https://twitter.com/Ambitocom/status/1242856292277981185,False,,0,,,,,,,"[{'user_id': '65463088', 'username': 'Ambitocom'}]",,,,
1242856292252860419,1242856292252860419,1585155005000,2020-03-25,12:50:05,EDT,2201561036,axuleei,ᴬ❀,,No me importa el coronavirus yo voy a ir a verte porque te extraño! ✨,[],[],[],0,0,0,[],[],https://twitter.com/axuleei/status/1242856292252860419,False,,0,,,,,,,"[{'user_id': '2201561036', 'username': 'axuleei'}]",,,,
1242856292114239488,1242856292114239488,1585155005000,2020-03-25,12:50:05,EDT,1619306059,travelinsoles1,TravelinSoles,,February 24 coronavirus news - CNN  https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-24-20-hnk-intl/index.html …,[],['https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-24-20-hnk-intl/index.html'],[],0,0,0,[],[],https://twitter.com/TravelinSoles1/status/1242856292114239488,False,,0,,,,,,,"[{'user_id': '1619306059', 'username': 'TravelinSoles1'}]",,,,
1242856292026376194,1242856292026376194,1585155005000,2020-03-25,12:50:05,EDT,1219631251394650113,media_six6,Podca,,"A New Podcast is Available!
Slim Thug Talks About Slight Symptoms Before Finding Out He Had Coronavirus
Listen now on -  http://tinyurl.com/w8o4wfb  pic.twitter.com/rKgQzgYVnn",[],['http://tinyurl.com/w8o4wfb'],['https://pbs.twimg.com/media/ET-DNbTX0AEngjA.jpg'],0,0,0,[],[],https://twitter.com/media_six6/status/1242856292026376194,False,,0,,,,,,,"[{'user_id': '1219631251394650113', 'username': 'media_six6'}]",,,,
1242856291850125312,1242856291850125312,1585155005000,2020-03-25,12:50:05,EDT,140928543,politicony,POLITICO New York,,"Thousands of NYPD officers out sick amid coronavirus crisis
 https://www.politico.com/states/new-york/albany/story/2020/03/25/thousands-of-nypd-officers-out-sick-amid-coronavirus-crisis-1268960 …",[],['https://www.politico.com/states/new-york/albany/story/2020/03/25/thousands-of-nypd-officers-out-sick-amid-coronavirus-crisis-1268960'],[],0,0,0,[],[],https://twitter.com/politicony/status/1242856291850125312,False,,0,,,,,,,"[{'user_id': '140928543', 'username': 'politicony'}]",,,,
1242856291791441920,1242856291791441920,1585155005000,2020-03-25,12:50:05,EDT,3258569603,24sante_fr,BonneSante,,GE Healthcare ramps up ventilator production amid coronavirus spread #surge healthcare force  https://saveurs-et-sante.com/sante/2980143-ge-healthcare-ramps-up-ventilator-production-amid-coronavirus-spread … pic.twitter.com/2uGxRxtkSe,[],['https://saveurs-et-sante.com/sante/2980143-ge-healthcare-ramps-up-ventilator-production-amid-coronavirus-spread'],['https://pbs.twimg.com/media/ET-DNc2X0AEhrTm.png'],0,0,0,['#surge'],[],https://twitter.com/24sante_fr/status/1242856291791441920,False,,0,,,,,,,"[{'user_id': '3258569603', 'username': '24sante_fr'}]",,,,
1242856291715989509,1242586214773010434,1585155005000,2020-03-25,12:50:05,EDT,1140024959131148288,tonyeduda1,Tony,,"Tá fazendo isso pra investir dinheiro no time de série B dele, invés de fazer doação pra combater o Corona vírus, vamos tornar ele famoso nas redes sociais, #Boicote supermercado BH","['fer_silva1908', 'alexandrekalil', 'prefeiturabh', 'mpmg_oficial']",[],[],0,0,0,['#boicote'],[],https://twitter.com/TonyeDuda1/status/1242856291715989509,False,,0,,,,,,,"[{'user_id': '1140024959131148288', 'username': 'TonyeDuda1'}, {'user_id': '578652231', 'username': 'fer_silva1908'}, {'user_id': '40721032', 'username': 'alexandrekalil'}, {'user_id': '78922684', 'username': 'prefeiturabh'}, {'user_id': '180548890', 'username': 'MPMG_Oficial'}]",,,,
1242856291418222592,1242856291418222592,1585155005000,2020-03-25,12:50:05,EDT,2330949535,maufalavigna,Maufalavigna,,"Como há profissionais de comunicação coordenando os esforços de transparência e divulgação, saberemos menos sobre as consequências do coronavírus do que da peste negra.  https://twitter.com/JornalOGlobo/status/1242852630247825408 …",[],['https://twitter.com/JornalOGlobo/status/1242852630247825408'],[],0,0,2,[],[],https://twitter.com/Maufalavigna/status/1242856291418222592,False,https://twitter.com/JornalOGlobo/status/1242852630247825408,0,,,,,,,"[{'user_id': '2330949535', 'username': 'Maufalavigna'}]",,,,
1242856291409825792,1242856291409825792,1585155005000,2020-03-25,12:50:05,EDT,1072575655152377857,frederickfredr3,Jo Frederick 🐬,,"We should never say someone’s ‘lost their fight’ against cancer: it implies some blame where there can be none. 
We don’t say someone lost their fight against #Coronavirus or any other illness do we?
WHY pick on cancer, when it’s the country’s biggest killer?... x 🤔 😢 💕  https://twitter.com/PaulClark_UTV/status/1242848662167924736 …",[],['https://twitter.com/PaulClark_UTV/status/1242848662167924736'],[],0,0,0,['#coronavirus'],[],https://twitter.com/FrederickFredr3/status/1242856291409825792,False,https://twitter.com/PaulClark_UTV/status/1242848662167924736,0,,,,,,,"[{'user_id': '1072575655152377857', 'username': 'FrederickFredr3'}]",,,,
1242856291367878657,1242856291367878657,1585155005000,2020-03-25,12:50:05,EDT,338000501,fareeha_mzz,Fer Mazzocco,,"Prefiero morir de coronavirus que seguir aguantando a mi señora madre. No puedo, de verdad no puedo 😪😥",[],[],[],0,0,0,[],[],https://twitter.com/Fareeha_Mzz/status/1242856291367878657,False,,0,,,,,,,"[{'user_id': '338000501', 'username': 'Fareeha_Mzz'}]",,,,
1242856291351101442,1242856291351101442,1585155005000,2020-03-25,12:50:05,EDT,24734186,felicityhayward,Felicity,,"a 21 year old woman in the UK has died from Corona Virus and people are still not listening to social distancing and self isolation rules, will be a different story when it's one of your friends or family.",[],[],[],0,0,2,[],[],https://twitter.com/FelicityHayward/status/1242856291351101442,False,,0,,,,,,,"[{'user_id': '24734186', 'username': 'FelicityHayward'}]",,,,
1242856291246190592,1242856291246190592,1585155005000,2020-03-25,12:50:05,EDT,1149146594,thukral_nitin,Nitin,,"Perspective: This decree puts nearly one-fifth of the world's population in lockdown

#India 🇮🇳 #lockdown #coronavirus #Covid19 #economy 

India’s prime minister decrees 21-day lockdown to curb virus  https://www.thestar.com/news/world/asia/2020/03/24/indias-prime-minister-decrees-21-day-lockdown-to-curb-virus.html … via @torontostar",['torontostar'],['https://www.thestar.com/news/world/asia/2020/03/24/indias-prime-minister-decrees-21-day-lockdown-to-curb-virus.html'],[],0,0,0,"['#india', '#lockdown', '#coronavirus', '#covid19', '#economy']",[],https://twitter.com/Thukral_Nitin/status/1242856291246190592,False,,0,,,,,,,"[{'user_id': '1149146594', 'username': 'Thukral_Nitin'}, {'user_id': '12848262', 'username': 'TorontoStar'}]",,,,
1242856291174879232,1242856291174879232,1585155005000,2020-03-25,12:50:05,EDT,173169464,scraboutcha__,Scrabêtbouta,,Coronavirus en Belgique: un tout nouveau test de dépistage vient de voir le jour  https://www.rtl.be/info/belgique/societe/coronavirus-en-belgique-un-tout-nouveau-test-de-depistage-vient-de-voir-le-jour-1206599.aspx?dt=17:09 …,[],['https://www.rtl.be/info/belgique/societe/coronavirus-en-belgique-un-tout-nouveau-test-de-depistage-vient-de-voir-le-jour-1206599.aspx?dt=17:09'],[],0,0,0,[],[],https://twitter.com/scraboutcha__/status/1242856291174879232,False,,0,,,,,,,"[{'user_id': '173169464', 'username': 'scraboutcha__'}]",,,,
1242856291036471296,1242856291036471296,1585155005000,2020-03-25,12:50:05,EDT,39599450,kendraleekla,Kendra Lee,,"Attend our #webinar, Update Your #Prospecting Methods, and discover strategies to start conversations in uncertain times:  http://ow.ly/m6mn50yTBMi . 

#COVID19 #Coronavirus  pic.twitter.com/qrxD1pYou1",[],['http://ow.ly/m6mn50yTBMi'],['https://pbs.twimg.com/media/ET-DNc0XgAE1wTg.jpg'],0,0,0,"['#webinar', '#prospecting', '#covid19', '#coronavirus']",[],https://twitter.com/KendraLeeKLA/status/1242856291036471296,False,,0,,,,,,,"[{'user_id': '39599450', 'username': 'KendraLeeKLA'}]",,,,
1242856291006943232,1242856291006943232,1585155005000,2020-03-25,12:50:05,EDT,24620486,purplegimp,PurpleGimp,,"We've all come to expect non-stop lies from Trump & his administration, but the stakes are higher than they've ever been because of the #CoronavirusUSA outbreak, & it's more important than EVER for America to have a POTUS who tells the truth. Full stop. #COVID19 #Coronavirus  https://twitter.com/timeindawater1/status/1242801650181353472 …",[],['https://twitter.com/timeindawater1/status/1242801650181353472'],[],0,0,0,"['#coronavirususa', '#covid19', '#coronavirus']",[],https://twitter.com/PurpleGimp/status/1242856291006943232,False,https://twitter.com/timeindawater1/status/1242801650181353472,0,,,,,,,"[{'user_id': '24620486', 'username': 'PurpleGimp'}]",,,,
1242856291002875905,1242856291002875905,1585155005000,2020-03-25,12:50:05,EDT,20161530,richardcr56,Richard C Renson,,"Some criminals are using the #Coronavirus outbreak as an opportunity to #defraud customers. This includes offering medical products, guidance or a safe haven for money. Remember, Amazon will never ask you to move money to a ‘safe’ account.",[],[],[],0,0,0,"['#coronavirus', '#defraud']",[],https://twitter.com/RichardCR56/status/1242856291002875905,False,,0,,,,,,,"[{'user_id': '20161530', 'username': 'RichardCR56'}]",,,,
1242856290893934594,1242856290893934594,1585155005000,2020-03-25,12:50:05,EDT,19889168,notimex,Notimex,,"Los líderes del #G20 realizarán este jueves una #teleconferencia de emergencia para discutir una respuesta global coordinada a la nueva #pandemia de #coronavirus, informó Arabia Saudita, que lo encabeza este año.

📷 TW/@Martin_M_Guzman

• #Notimex pic.twitter.com/D0s7CRxIM2",['martin_m_guzman'],[],['https://pbs.twimg.com/media/ET-DNcDXgAUpnC0.jpg'],0,0,0,"['#g20', '#teleconferencia', '#pandemia', '#coronavirus', '#notimex']",[],https://twitter.com/Notimex/status/1242856290893934594,False,,0,,,,,,,"[{'user_id': '19889168', 'username': 'Notimex'}, {'user_id': '3399074854', 'username': 'Martin_M_Guzman'}]",,,,
1242856290604457990,1242853725980499968,1585155005000,2020-03-25,12:50:05,EDT,1218617598218264577,adriankeith1997,Adrian Keith,,Corona virus,['dphyn1'],[],[],0,0,0,[],[],https://twitter.com/Adriankeith1997/status/1242856290604457990,False,,0,,,,,,,"[{'user_id': '1218617598218264577', 'username': 'Adriankeith1997'}, {'user_id': '994667614336151552', 'username': 'Dphyn1'}]",,,,
1242856290403135489,1242856290403135489,1585155005000,2020-03-25,12:50:05,EDT,39119908,oabsaopaulo,OAB SP,,TJDFT - Justiça nega liberação de paciente com coronavírus  https://buff.ly/2JfIN2I ,[],['https://buff.ly/2JfIN2I'],[],0,0,0,[],[],https://twitter.com/oabsaopaulo/status/1242856290403135489,False,,0,,,,,,,"[{'user_id': '39119908', 'username': 'oabsaopaulo'}]",,,,
1242856290327633923,1242856290327633923,1585155005000,2020-03-25,12:50:05,EDT,631396612,terrythetaff,terry the taff,,Hat off to Taylor wimpy Barrots Bovis and the other Buillding companies that have acted responsibly in the light of the corona virus can't say the same for the likes of wates and the jehu's of the industry!!! Piss poor😡,[],[],[],0,0,0,[],[],https://twitter.com/terrythetaff/status/1242856290327633923,False,,0,,,,,,,"[{'user_id': '631396612', 'username': 'terrythetaff'}]",,,,
1242856290071777280,1242856290071777280,1585155005000,2020-03-25,12:50:05,EDT,382144327,kierapettitt,Kiera,,"remember our gcse history exams where we had to analyse a ww2 cartoon, 100 years from now they’ll be analysing a meme posted by Jack during the 2020 corona virus pandemic",[],[],[],0,0,0,[],[],https://twitter.com/kierapettitt/status/1242856290071777280,False,,0,,,,,,,"[{'user_id': '382144327', 'username': 'kierapettitt'}]",,,,
1242856289794842624,1242856289794842624,1585155005000,2020-03-25,12:50:05,EDT,40507229,timonagora,Timon Agora,,Missionário RR Soares pede que fiéis façam suas doações via transferência bancária online por conta do Coronavírus  http://dlvr.it/RSXwgD  pic.twitter.com/D5uYSCs2oC,[],['http://dlvr.it/RSXwgD'],['https://pbs.twimg.com/media/ET-DNWQUYAABJNu.jpg'],0,0,0,[],[],https://twitter.com/TimonAgora/status/1242856289794842624,False,,0,,,,,,,"[{'user_id': '40507229', 'username': 'TimonAgora'}]",,,,
1242856289727852546,1242856289727852546,1585155005000,2020-03-25,12:50:05,EDT,4870768323,alphaepssilon,Mori erc,,",,';;:·/}/BREAKING NEWS: Imatges del màxim responsable espanyol en la lluita contra el coronavirus en el laboratori utilitzant les més sofisticades tècniques a la recerca d'un nou mètode per combatre'l.  pic.twitter.com/Zf113qbCBI",[],[],['https://pbs.twimg.com/media/ET-DKuUXgAM922M.png'],0,0,0,[],[],https://twitter.com/alphaepssilon/status/1242856289727852546,False,,0,,,,,,,"[{'user_id': '4870768323', 'username': 'alphaepssilon'}]",,,,
1242856289690161153,1242856289690161153,1585155005000,2020-03-25,12:50:05,EDT,12895152,elentirvigo,Elentir 🇪🇸,,"Un programa de Cuatro celebró que el coronavirus afecte más a los hombres. 
""Por fin algo positivo"", ""por fin algo de discriminación"", comentaron dos colaboradoras del programa. El feminismo progre no aparca sus mensajes de odio ni ante una pandemia: 
 https://www.outono.net/elentir/2020/03/25/un-programa-de-cuatro-celebro-que-el-coronavirus-afecte-mas-a-los-hombres/ …",[],['https://www.outono.net/elentir/2020/03/25/un-programa-de-cuatro-celebro-que-el-coronavirus-afecte-mas-a-los-hombres/'],[],0,1,0,[],[],https://twitter.com/elentirvigo/status/1242856289690161153,False,,0,,,,,,,"[{'user_id': '12895152', 'username': 'elentirvigo'}]",,,,
1242856289681670144,1242856289681670144,1585155005000,2020-03-25,12:50:05,EDT,819971372,bethelightssjbt,S Thomas,,"Survival of the fittest @ScottWapnerCNBC 
Yes-companies s/b prepared for rainy days, just like individuals & families. Gov't should too - but don't think I'll see that in my lifetime or EVER! Yes-we need to hold corporations accountable!
#coronavirus #USA",['scottwapnercnbc'],[],[],0,0,0,"['#coronavirus', '#usa']",[],https://twitter.com/BeTheLightSSJBT/status/1242856289681670144,False,,0,,,,,,,"[{'user_id': '819971372', 'username': 'BeTheLightSSJBT'}, {'user_id': '263197731', 'username': 'ScottWapnerCNBC'}]",,,,
1242856289610260480,1242856289610260480,1585155005000,2020-03-25,12:50:05,EDT,131383410,evilslj,ct,,Nintendo says that post-launch content for Animal Crossing New Horizons might shift due to the coronavirus pandemic  https://mynintendonews.com/2020/03/24/nintendo-says-that-post-launch-content-for-animal-crossing-new-horizons-might-shift-due-to-the-coronavirus-pandemic/ … via @MyNintendoNews,['mynintendonews'],['https://mynintendonews.com/2020/03/24/nintendo-says-that-post-launch-content-for-animal-crossing-new-horizons-might-shift-due-to-the-coronavirus-pandemic/'],[],0,0,0,[],[],https://twitter.com/EvilSLJ/status/1242856289610260480,False,,0,,,,,,,"[{'user_id': '131383410', 'username': 'EvilSLJ'}, {'user_id': '1317671', 'username': 'MyNintendoNews'}]",,,,
1242856289581096962,1242856289581096962,1585155005000,2020-03-25,12:50:05,EDT,2482977214,edgaljovi,Jovi Edgal,,Surviving through this Coronavirus period is a 2020 Target don't let anybody tell you otherwise. 💯,[],[],[],0,1,2,[],[],https://twitter.com/EdgalJovi/status/1242856289581096962,False,,0,,,,,,,"[{'user_id': '2482977214', 'username': 'EdgalJovi'}]",,,,
